file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\PerushanShalomiyalAr\OneDrive - Magick Woods Exports Pvt Ltd\Desktop\test_automation_ui\IT23430204\sample.png,True,PASS,C:\Users\PerushanShalomiyalAr\OneDrive - Magick Woods Exports Pvt Ltd\Desktop\test_automation_ui\IT23430204\results\preview_pass.png
